advantage,epoch,epoch_time,loss_after,policy_loss,reward,step,train_loss,val_accuracy,val_loss
0.38498592376708984,0,,1.8865801095962524,1794.635986328125,0.42776215076446533,0,2.3143422603607178,,
0.23881810903549194,0,,1.9250909090042114,1796.09765625,0.3081296682357788,1,2.2332205772399902,,
0.32473981380462646,0,,1.6557855606079102,1795.2384033203125,0.430133581161499,2,2.085919141769409,,
0.2627637982368469,0,,1.391152262687683,1795.858154296875,0.39735352993011475,3,1.7885057926177979,,
0.2733903229236603,0,,1.1673930883407593,1795.751953125,0.43835675716400146,4,1.6057498455047607,,
0.18563035130500793,0,,1.048162817955017,1796.6295166015625,0.3712223768234253,5,1.4193851947784424,,
0.20930802822113037,0,,1.0115660429000854,1796.3927001953125,0.4181565046310425,6,1.429722547531128,,
0.2686038613319397,0,,0.9773021340370178,1795.7998046875,0.5072972178459167,7,1.4845993518829346,,
0.1872907280921936,0,,0.7478879690170288,1796.6129150390625,0.44679415225982666,8,1.1946821212768555,,
0.0024479031562805176,0,,0.7235585451126099,1798.4613037109375,0.2622233033180237,9,0.9857818484306335,,
-0.06617063283920288,0,,0.6876424551010132,1799.1475830078125,0.18625247478485107,10,0.8738949298858643,,
0.18313008546829224,0,,0.3950399160385132,1796.654541015625,0.45590096712112427,11,0.8509408831596375,,
-0.09387069940567017,0,,0.4370003342628479,1799.424560546875,0.1684700846672058,12,0.6054704189300537,,
-0.12380367517471313,0,,0.47983115911483765,1799.723876953125,0.12478113174438477,13,0.6046122908592224,,
-0.06705054640769958,0,,0.4884445071220398,1799.1563720703125,0.17408418655395508,14,0.6625286936759949,,
-0.10813459753990173,0,,0.3930414617061615,1799.567138671875,0.12098518013954163,15,0.5140266418457031,,
-0.0787886530160904,0,,0.6002065539360046,1799.273681640625,0.1415768265724182,16,0.7417833805084229,,
-0.029108956456184387,0,,0.5212319493293762,1798.7769775390625,0.1880221962928772,17,0.7092541456222534,,
0.053116798400878906,0,,0.5515333414077759,1797.9547119140625,0.27614980936050415,18,0.82768315076828,,
-0.11355632543563843,0,,0.4188430607318878,1799.6214599609375,0.09685930609703064,19,0.5157023668289185,,
-0.031413063406944275,0,,0.4634763300418854,1798.7999267578125,0.17551222443580627,20,0.6389885544776917,,
-0.0025281906127929688,0,,0.26138344407081604,1798.5111083984375,0.20411619544029236,21,0.4654996395111084,,
-0.05579949915409088,0,,0.31174057722091675,1799.0438232421875,0.14464494585990906,22,0.4563855230808258,,
0.10735191404819489,0,,0.3536469042301178,1797.412353515625,0.31972435116767883,23,0.6733712553977966,,
-0.07202482223510742,0,,0.3221897482872009,1799.2060546875,0.13234484195709229,24,0.4545345902442932,,
0.06126238405704498,0,,0.4064471423625946,1797.8731689453125,0.27243897318840027,25,0.6788861155509949,,
-0.03831201791763306,0,,0.32133948802948,1798.8690185546875,0.1686076819896698,26,0.4899471700191498,,
0.2047557383775711,0,,0.5426350235939026,1796.438232421875,0.43442606925964355,27,0.9770610928535461,,
-0.1098034530878067,0,,0.5765950083732605,1799.5838623046875,0.1076664924621582,28,0.6842615008354187,,
0.06508392095565796,0,,0.4144080579280853,1797.8349609375,0.2897854149341583,29,0.7041934728622437,,
0.018512025475502014,0,,0.38270673155784607,1798.3006591796875,0.24527040123939514,30,0.6279771327972412,,
0.06929056346416473,0,,0.376046359539032,1797.79296875,0.30374789237976074,31,0.6797942519187927,,
0.11035312712192535,0,,0.3951970040798187,1797.38232421875,0.3570719063282013,32,0.75226891040802,,
-0.02185465395450592,0,,0.4016302824020386,1798.704345703125,0.2224358320236206,33,0.6240661144256592,,
-0.04602009057998657,0,,0.3603222668170929,1798.946044921875,0.19315704703330994,34,0.5534793138504028,,
-0.027832716703414917,0,,0.345222532749176,1798.76416015625,0.20825189352035522,35,0.5534744262695312,,
-0.0834987461566925,0,,0.30862411856651306,1799.32080078125,0.14330822229385376,36,0.4519323408603668,,
0.0013501495122909546,0,,0.34214162826538086,1798.4722900390625,0.22830712795257568,37,0.5704487562179565,,
-0.0443187952041626,0,,0.3526637554168701,1798.9290771484375,0.17771387100219727,38,0.5303776264190674,,
0.08459436893463135,0,,0.2800358235836029,1797.639892578125,0.3160264194011688,39,0.5960622429847717,,
-0.040285348892211914,0,,0.46132922172546387,1798.888671875,0.18667054176330566,40,0.6479997634887695,,
-0.02509671449661255,0,,0.32936275005340576,1798.73681640625,0.19907063245773315,41,0.5284333825111389,,
-0.0647110790014267,0,,0.236830472946167,1799.1329345703125,0.15226614475250244,42,0.38909661769866943,,
0.0018452703952789307,0,,0.2547105848789215,1798.4674072265625,0.21902751922607422,43,0.4737381041049957,,
-0.07466824352741241,0,,0.1981101781129837,1799.2325439453125,0.1342175155878067,44,0.3323276937007904,,
0.000777900218963623,0,,0.26524293422698975,1798.47802734375,0.20975008606910706,45,0.4749930202960968,,
-0.05136333405971527,0,,0.17209115624427795,1798.99951171875,0.15190181136131287,46,0.3239929676055908,,
0.03017449378967285,0,,0.1422247588634491,1798.18408203125,0.23679235577583313,47,0.3790171146392822,,
0.19582170248031616,0,,0.44643476605415344,1796.527587890625,0.4241975247859955,48,0.8706322908401489,,
-0.05992439389228821,0,,0.2568660080432892,1799.0850830078125,0.16179314255714417,49,0.41865915060043335,,
-0.024695858359336853,0,,0.18870531022548676,1798.7327880859375,0.19427768886089325,50,0.38298299908638,,
0.27663570642471313,0,,0.3173064589500427,1795.719482421875,0.5263465642929077,51,0.8436530232429504,,
-0.08662159740924835,0,,0.21886064112186432,1799.35205078125,0.15346463024616241,52,0.37232527136802673,,
-0.17143845558166504,0,,0.5494561195373535,1800.2001953125,0.0495990514755249,53,0.5990551710128784,,
0.24002788960933685,0,,0.26640385389328003,1796.0855712890625,0.48773515224456787,54,0.7541390061378479,,
-0.022441327571868896,0,,0.3389395773410797,1798.710205078125,0.22277244925498962,55,0.5617120265960693,,
-0.09170939028263092,0,,0.25619572401046753,1799.4029541015625,0.1433144509792328,56,0.3995101749897003,,
-0.031093478202819824,0,,0.1605372130870819,1798.7967529296875,0.2004755139350891,57,0.361012727022171,,
-0.08346584439277649,0,,0.22191952168941498,1799.320556640625,0.13882915675640106,58,0.36074867844581604,,
-0.03291459381580353,0,,0.20654445886611938,1798.81494140625,0.185723215341568,59,0.3922676742076874,,
-0.01008366048336029,0,,0.246895432472229,1798.586669921875,0.20743373036384583,60,0.45432916283607483,,
0.05685724318027496,0,,0.24747614562511444,1797.917236328125,0.28069210052490234,61,0.528168261051178,,
-0.050193414092063904,0,,0.2604929506778717,1798.98779296875,0.16806438565254211,62,0.4285573363304138,,
-0.06369206309318542,0,,0.17349717020988464,1799.122802734375,0.14748883247375488,63,0.3209860026836395,,
-0.06987753510475159,0,,0.17253239452838898,1799.1845703125,0.13353918492794037,64,0.30607157945632935,,
-0.02635420858860016,0,,0.08980850130319595,1798.7493896484375,0.1741342544555664,65,0.26394274830818176,,
-0.07427580654621124,0,,0.11684201657772064,1799.2286376953125,0.11795978248119354,66,0.23480179905891418,,
-0.055190086364746094,0,,0.18349513411521912,1799.0377197265625,0.13091325759887695,67,0.31440839171409607,,
-0.02093665301799774,0,,0.16296719014644623,1798.6951904296875,0.16284038126468658,68,0.3258075714111328,,
0.0022469013929367065,0,,0.17723797261714935,1798.46337890625,0.18627358973026276,69,0.3635115623474121,,
0.010787799954414368,0,,0.22133676707744598,1798.3779296875,0.19601313769817352,70,0.4173499047756195,,
0.05993175506591797,0,,0.21612855792045593,1797.886474609375,0.25181618332862854,71,0.4679447412490845,,
0.028347358107566833,0,,0.23883911967277527,1798.202392578125,0.22338148951530457,72,0.46222060918807983,,
0.01596933603286743,0,,0.19543783366680145,1798.326171875,0.21277783811092377,73,0.4082156717777252,,
-0.07022392749786377,0,,0.17412324249744415,1799.1881103515625,0.1187819093465805,74,0.29290515184402466,,
-0.03268618881702423,0,,0.17079642415046692,1798.812744140625,0.15268784761428833,75,0.32348427176475525,,
0.004028737545013428,0,,0.21769818663597107,1798.445556640625,0.18985041975975037,76,0.40754860639572144,,
-0.023587048053741455,0,,0.33359888195991516,1798.7216796875,0.15961384773254395,77,0.4932127296924591,,
0.1494642198085785,0,,0.19937045872211456,1796.9912109375,0.3492722511291504,78,0.5486426949501038,,
-0.10042636096477509,0,,0.19665542244911194,1799.4901123046875,0.08822318911552429,79,0.28487861156463623,,
0.015275150537490845,0,,0.14536318182945251,1798.3331298828125,0.20562192797660828,80,0.3509851098060608,,
0.0030886083841323853,0,,0.1973898857831955,1798.4549560546875,0.19377855956554413,81,0.3911684453487396,,
-0.019500866532325745,0,,0.19505015015602112,1798.680908203125,0.1690223217010498,82,0.3640724718570709,,
0.034032583236694336,0,,0.18639081716537476,1798.1455078125,0.22633716464042664,83,0.4127279818058014,,
-0.06491945683956146,0,,0.1554725617170334,1799.135009765625,0.12017183005809784,84,0.2756443917751312,,
0.07274980843067169,0,,0.2331192046403885,1797.75830078125,0.2659243941307068,85,0.49904361367225647,,
-0.05460520088672638,0,,0.35417526960372925,1799.0318603515625,0.13250213861465454,86,0.4866774082183838,,
0.006694868206977844,0,,0.18880952894687653,1798.4189453125,0.19454608857631683,87,0.38335561752319336,,
0.010977819561958313,0,,0.21164657175540924,1798.3760986328125,0.2000487893819809,88,0.41169536113739014,,
0.011366426944732666,0,,0.20876502990722656,1798.3721923828125,0.2017003297805786,89,0.4104653596878052,,
0.006386414170265198,0,,0.1444910615682602,1798.4219970703125,0.19742991030216217,90,0.34192097187042236,,
-0.05837111175060272,0,,0.2618379592895508,1799.069580078125,0.12618669867515564,91,0.3880246579647064,,
0.04117092490196228,0,,0.1578785926103592,1798.0740966796875,0.23030327260494232,92,0.3881818652153015,,
0.00485500693321228,0,,0.273960143327713,1798.437255859375,0.1945267915725708,93,0.4684869349002838,,
0.02137744426727295,0,,0.14111930131912231,1798.2720947265625,0.21342450380325317,94,0.3545438051223755,,
-0.11519551277160645,0,,0.13509614765644073,1799.6378173828125,0.0640520453453064,95,0.19914819300174713,,
0.08658285439014435,0,,0.12986239790916443,1797.6199951171875,0.275450736284256,96,0.4053131341934204,,
-0.07686103880405426,0,,0.25419047474861145,1799.25439453125,0.10346671938896179,97,0.35765719413757324,,
-0.07454860210418701,0,,0.24370712041854858,1799.2313232421875,0.09749597311019897,98,0.34120309352874756,,
0.07924115657806396,0,,0.17094509303569794,1797.6934814453125,0.26009029150009155,99,0.4310353994369507,,
-0.022090330719947815,0,,0.19173459708690643,1798.706787109375,0.15630431473255157,100,0.348038911819458,,
-0.0029325783252716064,0,,0.08782614767551422,1798.51513671875,0.17513622343540192,101,0.26296237111091614,,
-0.05531024932861328,0,,0.18367300927639008,1799.0389404296875,0.11661295592784882,102,0.3002859652042389,,
-0.04499322175979614,0,,0.08272713422775269,1798.935791015625,0.12193073332309723,103,0.20465786755084991,,
-0.038900554180145264,0,,0.07552765309810638,1798.8748779296875,0.12370111048221588,104,0.19922876358032227,,
-0.00907127559185028,0,,0.17942269146442413,1798.5765380859375,0.15252245962619781,105,0.33194515109062195,,
-0.07825685292482376,0,,0.09768418222665787,1799.2684326171875,0.07464168220758438,106,0.17232586443424225,,
0.10702480375766754,0,,0.14040222764015198,1797.4156494140625,0.2718149721622467,107,0.4122171998023987,,
-0.0724545270204544,0,,0.20233199000358582,1799.2103271484375,0.08428514003753662,108,0.28661713004112244,,
-0.03702449053525925,0,,0.10150452703237534,1798.8560791015625,0.11560133844614029,109,0.21710586547851562,,
0.11819270253181458,0,,0.15886522829532623,1797.303955078125,0.2839510440826416,110,0.44281628727912903,,
-0.0277014821767807,0,,0.12670691311359406,1798.7628173828125,0.13497890532016754,111,0.2616858184337616,,
-0.0006698518991470337,0,,0.0880664587020874,1798.4925537109375,0.16193610429763794,112,0.25000256299972534,,
-0.0019828081130981445,0,,0.1652812957763672,1798.505615234375,0.1604028344154358,113,0.325684130191803,,
0.009794548153877258,0,,0.07307576388120651,1798.387939453125,0.17326846718788147,114,0.24634422361850739,,
-0.03150138258934021,0,,0.12087468802928925,1798.8009033203125,0.12847238779067993,115,0.24934707581996918,,
0.10680553317070007,0,,0.32762783765792847,1797.417724609375,0.2786465883255005,116,0.606274425983429,,
-0.043699994683265686,0,,0.22773471474647522,1798.9228515625,0.12328550219535828,117,0.3510202169418335,,
0.055140212178230286,0,,0.09785278141498566,1797.9344482421875,0.22825239598751068,118,0.32610517740249634,,
-0.11017069220542908,0,,0.1960718035697937,1799.5875244140625,0.05070030689239502,119,0.24677211046218872,,
0.14057229459285736,0,,0.16641488671302795,1797.080078125,0.3170624375343323,120,0.48347732424736023,,
-0.010374754667282104,0,,0.15581169724464417,1798.589599609375,0.16496261954307556,121,0.3207743167877197,,
-0.015948444604873657,0,,0.09481045603752136,1798.645263671875,0.15761688351631165,122,0.252427339553833,,
-0.00927560031414032,0,,0.15170921385288239,1798.57861328125,0.1632591038942337,123,0.3149683177471161,,
-0.08604532480239868,0,,0.06957840919494629,1799.3463134765625,0.07692877948284149,124,0.14650718867778778,,
0.03411833941936493,0,,0.2642788290977478,1798.1446533203125,0.20088335871696472,125,0.4651621878147125,,
-0.036589205265045166,0,,0.11439025402069092,1798.8516845703125,0.12611034512519836,126,0.24050059914588928,,
-0.07873892784118652,0,,0.15370337665081024,1799.273193359375,0.07521185278892517,127,0.2289152294397354,,
-0.04224374145269394,0,,0.09752305597066879,1798.9083251953125,0.1070132926106453,128,0.2045363485813141,,
-0.002835795283317566,0,,0.0753110945224762,1798.51416015625,0.14610615372657776,129,0.22141724824905396,,
-0.0028207004070281982,0,,0.12353073805570602,1798.5140380859375,0.14580783247947693,130,0.26933857798576355,,
-0.05631173402070999,0,,0.09432152658700943,1799.0489501953125,0.08605993539094925,131,0.18038146197795868,,
-0.07315682619810104,0,,0.09009040147066116,1799.2174072265625,0.06108630448579788,132,0.15117670595645905,,
